prestamo_id,fecha_pago,monto_pagado
P010777,2022-09-15,102053
P006590,2022-12-10,81369
P034141,2022-03-23,45902
P006692,2022-02-28,74176
P030182,2022-02-01,77758
P020540,2022-03-28,68578
P030935,2022-03-21,32330
P011742,2022-02-06,21083
P031278,2022-04-12,6161
P035843,2022-10-12,109791
P032803,2022-03-17,6015
P033613,2022-05-24,19756
P014620,2022-02-18,15213
P032278,2022-03-25,109364
P005409,2022-07-09,13725
P042247,2022-04-22,67914
P035956,2022-05-04,103001
P004086,2022-09-26,44917
P040810,2022-11-15,61283
P040222,2022-10-07,114339
P014082,2022-12-07,27710
P011908,2022-07-07,110222
P020535,2022-07-22,62693
P033778,2022-05-24,94605
P020728,2023-01-13,49438
P034075,2022-07-16,107744
P006575,2022-03-20,28523
P009164,2022-05-25,58626
P044333,2023-02-20,86954
P044526,2022-03-11,114050
P006374,2022-09-01,57247
P042530,2022-03-17,80770
P014082,2022-04-30,57384
P001970,2023-01-13,36731
P028312,2022-06-07,102431
P007712,2022-03-20,90511
P004945,2022-02-23,72616
P045218,2022-09-07,44073
P021253,2023-01-13,40254
P006947,2022-07-31,20632
P007224,2022-08-30,67494
P002504,2022-12-06,44508
P002453,2022-10-16,111958
P003188,2022-07-03,20533
P028967,2022-04-25,11883
P003642,2022-08-24,11158
P007514,2022-10-29,8069
P013899,2022-11-16,93016
P036843,2022-04-07,86878
P024522,2022-12-28,111534
P045559,2022-07-02,74336
P026929,2022-08-24,107947
P015180,2022-06-20,107160
P024470,2023-02-26,41321
P019486,2023-02-21,86460
P038563,2022-05-11,8335
P038466,2022-07-16,49851
P049055,2023-01-08,83580
P021164,2023-02-10,18803
P001977,2022-11-04,91089
P034084,2022-07-09,95678
P013311,2022-02-16,52959
P005412,2023-01-02,98923
P035866,2022-11-23,84563
P027616,2023-01-20,22273
P013206,2022-07-22,44886
P021538,2022-09-06,57102
P019969,2022-05-10,53579
P007012,2022-12-18,97051
P025145,2022-03-05,47236
P024080,2022-02-14,64490
P027172,2022-07-04,50650
P047109,2022-08-18,26705
P032506,2022-06-16,90953
P043251,2022-07-09,104615
P025645,2022-08-31,50909
P011453,2022-11-30,42644
P026617,2022-11-12,55554
P021637,2022-07-05,60935
P042107,2022-05-10,6391
P009907,2022-02-06,56432
P015448,2022-03-30,62975
P004397,2022-08-14,20236
P026850,2023-01-21,90879
P007338,2023-01-25,93607
P005688,2022-10-09,41198
P038870,2022-02-07,19563
P028816,2022-09-26,85993
P000587,2022-04-17,88958
P022118,2022-08-07,67438
P028764,2022-02-04,48134
P001704,2022-07-15,57755
P016792,2022-08-02,114593
P000029,2022-08-28,57569
P047745,2022-12-13,83822
P009997,2022-10-14,40666
P038599,2022-06-09,40382
P006735,2022-12-17,73187
P035182,2023-01-24,31131
P016480,2022-08-24,40237
P029089,2022-12-30,33042
P044310,2023-02-15,119321
P037133,2022-02-22,86562
P009886,2022-09-19,104787
P034068,2022-02-01,81945
P038313,2023-02-28,68495
P001516,2023-02-01,75364
P009074,2023-01-08,102213
P031521,2023-02-03,74066
P025871,2022-02-05,68276
P016909,2023-01-03,74627
P003739,2023-01-19,55149
P011398,2022-09-13,5692
P035959,2023-01-04,105341
P034007,2022-11-26,45417
P046846,2022-07-19,36873
P049226,2022-05-08,9260
P038866,2023-01-20,20978
P042375,2022-10-28,18927
P047261,2022-07-03,65743
P008537,2022-09-17,35787
P019402,2022-04-12,11884
P018789,2022-04-03,57087
P037269,2022-02-10,30838
P009529,2023-02-13,63658
P047743,2022-03-05,23348
P002464,2023-02-18,89298
P038286,2022-10-13,31589
P046122,2022-11-11,10259
P011148,2022-03-09,22415
P032567,2022-11-10,12817
P046601,2023-01-03,65915
P044432,2022-12-15,53697
P001381,2022-07-12,101162
P044894,2022-07-28,94339
P015653,2022-10-30,21717
P015816,2022-09-16,104834
P005568,2022-05-23,48606
P005551,2022-04-15,100648
P023910,2022-05-21,22898
P015436,2022-10-27,79532
P018509,2022-04-13,33437
P004210,2022-07-01,30532
P034613,2022-03-24,25579
P042689,2022-02-04,118161
P033985,2022-08-24,34209
P043788,2022-11-10,23944
P049561,2023-01-17,110173
P014734,2023-01-02,77000
P009996,2022-07-10,58406
P028581,2022-07-23,78464
P041279,2022-12-20,70304
P033312,2022-10-23,34302
P018279,2023-01-28,90000
P011664,2022-06-29,64236
P009494,2022-12-20,96830
P027367,2022-02-28,97967
P048008,2022-09-07,88933
P045467,2023-02-06,71062
P030951,2022-07-17,91072
P044448,2022-04-26,56415
P004919,2022-03-14,37489
P009592,2023-01-23,90985
P047358,2022-06-01,9758
P045339,2022-08-12,89738
P020668,2022-12-05,74993
P011590,2022-08-23,19255
P020362,2022-02-27,28914
P009076,2022-06-17,33872
P000052,2022-06-11,98609
P012302,2022-10-14,94979
P017980,2022-10-06,51582
P044963,2022-11-18,93695
P035615,2022-08-22,34308
P007288,2022-03-05,85919
P007323,2022-02-06,34251
P040626,2022-04-05,62262
P048855,2022-03-02,53848
P027808,2022-10-17,65320
P019584,2022-05-18,62677
P045596,2022-05-18,6762
P020791,2022-02-21,13427
P047719,2023-01-16,55767
P045666,2022-06-22,33643
P015812,2022-05-13,90441
P047369,2022-11-27,76964
P033992,2022-09-22,55797
P044080,2023-01-13,76252
P012213,2023-03-04,17596
P047527,2022-07-16,102244
P009203,2022-04-01,48421
P034112,2022-05-10,78138
P029780,2022-04-26,73134
P017472,2022-06-08,78681
P047854,2022-07-07,40393
P017402,2022-02-18,54649
P033659,2022-02-28,69352
P028463,2023-02-08,8482
P038269,2023-01-11,105596
P038341,2022-07-02,37487
P016918,2022-05-07,84262
P020552,2022-10-23,81946
P005615,2022-10-09,29237
P020829,2022-11-10,109088
P000812,2022-09-10,69454
P033025,2022-11-10,9384
P031116,2022-03-17,76129
P037986,2022-05-18,23078
P013632,2023-02-20,102708
P000449,2022-08-06,7228
P009068,2022-05-26,75220
P042081,2022-05-05,73506
P029988,2022-04-14,92118
P045803,2022-03-22,69457
P036868,2022-03-11,72108
P016487,2022-10-21,6925
P005332,2023-01-30,72768
P019375,2022-11-13,110685
P009393,2022-12-02,21621
P024653,2022-11-02,61074
P010219,2023-02-12,79916
P031057,2022-09-27,91991
P043915,2022-08-29,117972
P025843,2022-10-20,98701
P021733,2023-01-11,43800
P027845,2022-11-05,83392
P009444,2023-01-28,63482
P026441,2022-04-02,102574
P022942,2022-08-02,43122
P041719,2022-07-07,54852
P008004,2022-12-20,67358
P012536,2022-05-02,47569
P019338,2022-07-04,13263
P049376,2022-03-22,106129
P014120,2023-02-24,95763
P002759,2022-02-14,50113
P010228,2022-10-14,116455
P047107,2022-03-09,19497
P036817,2022-11-25,28318
P034727,2022-05-24,86306
P028487,2022-09-05,62875
P004191,2022-12-13,57489
P039256,2022-03-31,55072
P045974,2022-03-11,54786
P004968,2022-12-08,108552
P040985,2022-04-03,54797
P000441,2022-08-23,37092
P019381,2022-07-12,28146
P045590,2022-12-06,82584
P026105,2022-09-02,9711
P043234,2022-10-02,61143
P019581,2022-05-24,36882
P013892,2022-02-18,69150
P001546,2023-01-22,106346
P047770,2022-12-25,109639
P020342,2022-04-06,15887
P025229,2023-02-28,23628
P034102,2022-11-29,45697
P045740,2022-08-15,101304
P015960,2022-11-25,39772
P006981,2023-02-28,66143
P031726,2022-08-25,17050
P047585,2022-12-15,107431
P043768,2022-08-01,106044
P016587,2022-05-19,47403
P010015,2022-08-12,12253
P026227,2023-01-28,39686
P023186,2023-02-05,40457
P020941,2022-09-13,23050
P017681,2022-05-14,95946
P034326,2022-12-26,13526
P043445,2022-11-01,104094
P040917,2023-02-17,46419
P049297,2023-02-18,67087
P005463,2022-12-10,16432
P042063,2022-02-02,89706
P000024,2022-05-04,34264
P003097,2022-11-14,21051
P028465,2022-07-06,21550
P024205,2022-07-27,109549
P046736,2022-04-18,6697
P013604,2022-10-27,83972
P001901,2022-10-23,11961
P048226,2022-12-25,89134
P045774,2022-05-04,32294
P000615,2022-08-23,108927
P027213,2023-01-03,79142
P035419,2022-05-22,34722
P046484,2022-12-16,98925
P018261,2022-10-22,74718
P017075,2022-03-07,52513
P005726,2022-10-01,60124
P010181,2022-11-25,100404
P011221,2022-04-27,57515
P012411,2022-11-02,94432
P000859,2022-06-20,44433
P045671,2022-11-08,10024
P018569,2022-11-23,55363
P045418,2022-05-27,59125
P020192,2022-05-17,28505
P002064,2022-05-18,72740
P046792,2022-02-27,26270
P045935,2022-05-28,47438
P047867,2023-01-01,35189
P016367,2022-03-28,107799
P005207,2022-07-25,21067
P002706,2022-07-01,64481
P036063,2022-02-22,116362
P012210,2022-02-20,93727
P029085,2022-03-25,41091
P024133,2022-03-30,87339
P014416,2022-08-06,119618
P033451,2022-02-14,71713
P038222,2022-03-09,49212
P027061,2023-02-26,110414
P049636,2022-10-27,91995
P027463,2022-05-12,100064
P023491,2022-11-27,89982
P046829,2022-10-26,5073
P009897,2022-08-18,106127
P005520,2023-01-05,113210
P023618,2022-10-30,46432
P045645,2022-08-23,29702
P026475,2023-01-04,27799
P037829,2022-08-11,32901
P027210,2022-08-10,32853
P047794,2023-03-03,50893
P001035,2022-08-16,114522
P010789,2023-02-05,62800
P036796,2022-04-30,72891
P040581,2022-04-04,42097
P013624,2022-02-24,60670
P041557,2022-04-26,102031
P011633,2022-03-28,47038
P035804,2022-02-01,73471
P031196,2022-06-03,104543
P048876,2022-07-19,15859
P031140,2022-12-12,53538
P002745,2023-02-14,66325
P006448,2022-07-20,18880
P039709,2023-01-05,91595
P008653,2022-07-21,96063
P038579,2023-01-07,25081
P025908,2023-02-03,83393
P046916,2022-09-19,18673
P020965,2022-03-16,68449
P036084,2022-02-17,103224
P000786,2022-08-05,17224
P025148,2022-05-28,65871
P020678,2022-05-22,58312
P047407,2022-03-20,51152
P036066,2022-04-13,11278
P025803,2022-02-16,116182
P046846,2022-07-22,82604
P042833,2023-02-28,113785
P019345,2022-03-25,48050
P048396,2022-10-31,33203
P029205,2022-11-08,13591
P002590,2022-08-30,97915
P024856,2022-04-09,94809
P014821,2022-09-19,13514
P020369,2022-03-10,76030
P048925,2022-12-02,95462
P023745,2022-10-27,100489
P010431,2022-12-11,106934
P020015,2022-12-20,48698
P011132,2022-05-07,95693
P021916,2022-06-26,84985
P031143,2023-02-01,78688
P015797,2022-03-31,31969
P044586,2022-09-12,95052
P034590,2023-02-14,74741
P003786,2023-01-01,90137
P024168,2022-09-19,74600
P017934,2022-04-30,7341
P029440,2022-06-07,35530
P031554,2022-11-28,68857
P021293,2022-11-30,31956
P006811,2022-12-02,60924
P023980,2022-10-17,107637
P031867,2022-02-05,20588
P035708,2022-08-12,26521
P035426,2023-02-07,76934
P037436,2022-11-23,61963
P041401,2022-11-09,112998
P030849,2022-08-31,114645
P044993,2022-03-13,24010
P043043,2022-05-28,5597
P033939,2022-06-17,25514
P023843,2022-10-17,33231
P043241,2022-07-16,46496
P012059,2022-12-05,51700
P005798,2022-02-08,23053
P043090,2022-11-29,54059
P041312,2022-03-23,58610
P011104,2022-11-30,54683
P046877,2022-11-20,31440
P001344,2023-02-10,45868
P033031,2022-10-30,57734
P022153,2022-02-20,61741
P020386,2022-04-04,24480
P039888,2022-12-19,23399
P020728,2022-12-28,40429
P014509,2023-02-20,26723
P043944,2022-10-08,29786
P018232,2022-12-04,58237
P016607,2023-03-02,46660
P017543,2022-09-14,10887
P008420,2022-12-02,85178
P032676,2022-07-04,108503
P005843,2023-03-03,111871
P007900,2022-11-23,72770
P049043,2022-12-24,7837
P031771,2022-03-12,97584
P022359,2022-07-26,74261
P041573,2022-02-25,9569
P015040,2022-03-15,5902
P002096,2022-07-05,54629
P010439,2022-05-10,43552
P032916,2022-09-06,103077
P047499,2022-05-16,93404
P037745,2022-12-01,81941
P022513,2022-09-06,71617
P049776,2023-01-27,46283
P048981,2022-08-19,92689
P042023,2022-03-23,47555
P033187,2022-06-03,96435
P043645,2022-03-19,63847
P024687,2022-08-26,79538
P004902,2022-03-10,106457
P044019,2022-03-09,60454
P018348,2022-07-11,106202
P038336,2022-10-18,84634
P048412,2022-08-27,32973
P038349,2022-10-01,15630
P004356,2022-08-30,41385
P049791,2022-12-14,56953
P039636,2022-04-09,46967
P029033,2022-05-04,100413
P045746,2022-02-01,108466
P021942,2023-02-27,113745
P001275,2023-01-30,40763
P042696,2022-11-27,6188
P032830,2022-07-04,17973
P013049,2022-09-22,91115
P043937,2022-06-28,34616
P034719,2022-09-29,30809
P010812,2022-05-17,91707
P021797,2022-07-27,112699
P029392,2022-02-28,33270
P009790,2022-09-26,19268
P043002,2022-02-20,84666
P018912,2023-02-07,37838
P020725,2023-01-10,36810
P020973,2022-04-01,65571
P022910,2022-07-22,45439
P047972,2022-10-09,77946
P003857,2022-12-30,108419
P018112,2022-06-26,53724
P049547,2022-10-30,39503
P000115,2022-07-14,85290
P033627,2022-10-21,39991
P022464,2022-12-05,107833
P048503,2022-02-16,75192
P048046,2022-08-25,60760
P020740,2022-04-16,82726
P042037,2022-10-28,22732
P037339,2022-10-12,103830
P025419,2023-02-01,107939
P049845,2022-02-25,48094
P047496,2022-12-21,107495
P040989,2022-10-06,65640
P033280,2023-02-26,108031
P015965,2022-04-26,48540
P010341,2022-10-30,18440
P000394,2022-10-05,113273
P001803,2022-12-21,107159
P007695,2022-02-01,76588
P034272,2022-12-21,119917
P048208,2022-04-28,62451
P005911,2022-04-28,5628
P038697,2023-01-12,47319
P046011,2022-07-04,44003
P042012,2022-07-20,17519
P009765,2022-12-12,60431
P014059,2023-02-28,82297
P003974,2022-11-25,55718
P029412,2022-08-19,10945
P038032,2023-01-10,18751
P018097,2022-09-24,59955
P042201,2022-07-30,33511
P002561,2022-02-12,27895
P020841,2022-12-24,53518
P021307,2022-09-04,88649
P005941,2022-06-25,49654
P002817,2022-12-19,29586
P013348,2023-02-04,109886
P037574,2022-06-18,10736
P018706,2022-07-09,35993
P030298,2023-02-23,83312
P036486,2022-04-13,10849
P038904,2022-02-03,26812
P039698,2022-05-19,101917
P032243,2023-01-25,25024
P008010,2022-06-05,47513
P022639,2023-02-13,47964
P030566,2022-02-28,75988
P049465,2023-02-14,82490
P029399,2022-04-14,102071
P021302,2022-05-17,50596
P046812,2022-05-13,112821
P006792,2022-08-09,51490
P038569,2022-04-29,36913
P013743,2022-09-10,62377
P039868,2023-01-08,54642
P049980,2022-12-09,49291
P023442,2022-12-15,77503
P025933,2023-01-12,71843
P044923,2023-01-30,13555
P034309,2022-05-26,109800
P010732,2022-12-26,36032
P006703,2022-09-23,107248
P036051,2022-08-21,44402
P032407,2022-09-25,87628
P045705,2022-06-29,20179
P040746,2022-03-27,101437
P014775,2023-03-05,82625
P019629,2022-02-16,37045
P030486,2022-12-14,88583
P022689,2022-05-03,109815
P010623,2022-09-26,57491
P045270,2022-06-26,98936
P041838,2022-03-25,91938
P030294,2022-03-29,28429
P034484,2022-05-29,40660
P019746,2023-01-21,65048
P017098,2022-08-30,54314
P042641,2022-03-20,59064
P021800,2023-01-31,11739
P039502,2022-03-15,79624
P049357,2023-02-07,103364
P038664,2022-05-27,108992
P022413,2022-02-24,102729
P000792,2023-01-04,66630
P026091,2022-04-20,119171
P022136,2022-06-16,98993
P035355,2022-12-28,20553
P018529,2022-12-22,86428
P019593,2022-10-31,22141
P012828,2022-08-07,22107
P034413,2022-12-23,83358
P010715,2022-08-09,119833
P043850,2022-10-08,78499
P048483,2022-10-20,85198
P005384,2022-05-06,36476
P020582,2022-04-06,108194
P017938,2022-09-01,73376
P011404,2022-08-15,111292
P044245,2022-02-04,44682
P017707,2022-05-19,64757
P036804,2022-08-03,114369
P021231,2022-04-13,56534
P011527,2022-04-03,36894
P040650,2022-08-16,17401
P023510,2022-03-10,37755
P033421,2022-03-21,73726
P013003,2023-01-15,77818
P007598,2023-01-30,118695
P044383,2022-11-21,110451
P021694,2022-09-11,107996
P041705,2022-02-12,46065
P010230,2022-08-13,11320
P008290,2022-02-04,50794
P024421,2023-01-21,77281
P000406,2022-11-06,110815
P001255,2022-03-26,112482
P004068,2022-03-14,32117
P007731,2022-02-21,76137
P037806,2022-11-14,28096
P011454,2022-05-16,119205
P009980,2022-03-22,87176
P047730,2022-10-11,74165
P048409,2022-10-30,81864
P048858,2022-02-21,7633
P000694,2022-05-12,68424
P012293,2022-06-09,14719
P031898,2022-05-19,59103
P007143,2022-11-20,86740
P039981,2023-02-07,32374
P033383,2023-02-17,9660
P003103,2023-02-13,114675
P036692,2022-12-07,56621
P039647,2022-12-11,74579
P007947,2022-06-24,79073
P026651,2022-07-16,28623
P043010,2022-11-22,114931
P033067,2022-06-21,96319
P048775,2022-06-28,48601
P044740,2022-03-11,114190
P045169,2022-12-16,40360
P007105,2022-08-31,103110
P047764,2022-04-29,47960
P009009,2022-03-22,87094
P024208,2022-04-04,16292
P001979,2022-02-24,33492
P004007,2023-02-01,85155
P002372,2022-06-06,45182
P006548,2022-06-25,106919
P022827,2022-11-13,59873
P049018,2022-05-21,77157
P023792,2022-05-09,85520
P006260,2022-03-05,27563
P023151,2022-12-21,68799
P024666,2022-10-26,25376
P004781,2022-08-05,64753
P040187,2022-10-08,100480
P020676,2022-12-19,65743
P004062,2022-09-09,115484
P022504,2023-01-05,95312
P023128,2022-07-11,82834
P037117,2022-06-26,54480
P028360,2022-03-30,95723
P013694,2022-10-17,119707
P038480,2022-10-19,20091
P008415,2022-05-12,68774
P032001,2022-10-20,95702
P021367,2022-08-18,70073
P014739,2022-03-18,68710
P014076,2022-04-24,10000
P017757,2022-03-24,96427
P023445,2023-03-07,111430
P035399,2023-03-05,101263
P040987,2023-02-16,58809
P011177,2023-01-11,104128
P048867,2022-11-07,47984
P040295,2022-09-07,113673
P000984,2022-03-30,15714
P043140,2022-09-19,85896
P046111,2022-06-01,98183
P008982,2022-03-11,40795
P023324,2022-03-21,102097
P009217,2022-10-21,95280
P045851,2022-06-16,83790
P015746,2022-12-01,93392
P011054,2022-06-25,46440
P040158,2022-10-18,106095
P003605,2022-10-10,46891
P013867,2022-03-20,28697
P018476,2022-12-02,117836
P023114,2022-06-26,32448
P021576,2022-04-13,46726
P007975,2022-02-03,89460
P027578,2023-02-13,73144
P024959,2022-10-13,11198
P004443,2023-03-03,28774
P046631,2022-11-21,18219
P011179,2023-02-09,7386
P049647,2022-09-20,13927
P005655,2023-02-27,77726
P001390,2022-12-07,32067
P008087,2022-05-01,82678
P018081,2022-08-24,79254
P027112,2022-06-25,17732
P033366,2022-06-15,55151
P031420,2022-10-10,39915
P043077,2022-06-10,14674
P029433,2022-02-03,106575
P013838,2022-08-12,30331
P026736,2023-01-07,81840
P032295,2022-10-18,45087
P005681,2022-12-23,22744
P014681,2022-11-08,47936
P046721,2023-01-09,36336
P025120,2022-06-25,107030
P021569,2023-02-21,82741
P004163,2022-12-04,115866
P008058,2022-05-20,20028
P010302,2022-06-25,83647
P041670,2022-09-27,38196
P005691,2023-01-25,35913
P017044,2022-09-13,33093
P036213,2022-12-11,50262
P011317,2022-07-11,68997
P002866,2022-09-30,73583
P024072,2022-11-21,117906
P027749,2023-01-22,94775
P043229,2022-10-30,75344
P016744,2022-03-22,15714
P037499,2023-01-08,5303
P012724,2022-09-14,44687
P037965,2023-01-24,7752
P041492,2023-02-19,56927
P037008,2022-02-12,68286
P025485,2022-11-02,20395
P029148,2022-07-11,48660
P008976,2022-07-24,59779
P000146,2023-02-23,34034
P030049,2022-03-14,64557
P047288,2022-03-14,27211
P049760,2022-02-05,25289
P008308,2023-02-04,85404
P034217,2022-06-18,81332
P003008,2022-06-23,24264
P045702,2022-08-17,98224
P040287,2022-02-08,118791
P047081,2022-03-18,14484
P026207,2022-02-04,99625
P026881,2022-05-28,104830
P007670,2022-12-04,19420
P003981,2022-05-26,40246
P032055,2022-10-19,57635
P017904,2022-06-03,62069
P044740,2022-05-05,59781
P016623,2022-12-01,35004
P021976,2022-08-20,54851
P006775,2023-01-07,63760
P044680,2022-04-05,117720
P040675,2023-03-07,46320
P034615,2022-06-18,93103
P031569,2022-10-08,83204
P011496,2022-02-22,38081
P037769,2023-01-31,100026
P037207,2022-08-12,47688
P024238,2022-11-16,49680
P013750,2022-02-16,86340
P049843,2023-02-12,83787
P012832,2022-10-05,50063
P000436,2022-04-15,116873
P035382,2022-02-06,92247
P038993,2022-04-18,55506
P048575,2022-11-10,53978
P043021,2022-05-24,69546
P038120,2022-03-27,63618
P003784,2022-07-01,77215
P023033,2023-02-15,37880
P023208,2022-02-07,110529
P025996,2022-10-26,35624
P042648,2022-08-14,80329
P008924,2022-10-16,10865
P007213,2022-04-17,13957
P023718,2023-02-24,87799
P027103,2022-10-21,114250
P009667,2022-11-17,45849
P033971,2022-08-30,11935
P012031,2022-02-01,59415
P035251,2023-03-04,81941
P005888,2023-03-07,78082
P035774,2022-09-17,35524
P024391,2022-02-15,54513
P049568,2023-01-12,75279
P018361,2022-04-20,28308
P032151,2022-02-19,8601
P020093,2022-03-23,85313
P048411,2022-03-04,50930
P014869,2023-01-31,43730
P047501,2023-02-08,118781
P008116,2022-03-11,38091
P010344,2023-02-06,68436
P010502,2022-06-11,96875
P025251,2022-05-08,90678
P037129,2022-06-19,14796
P045111,2023-01-08,87748
P013383,2022-11-20,22059
P002814,2022-05-24,98209
P047431,2022-11-14,84216
P016540,2022-07-05,110307
P031705,2023-02-22,96970
P012225,2022-06-26,116034
P037549,2022-11-07,6398
P041370,2022-06-22,9010
P025263,2022-12-28,36019
P038518,2022-09-15,68599
P027547,2022-04-16,39328
P038643,2022-09-25,66074
P010328,2022-08-23,59595
P037994,2022-07-02,13180
P023946,2022-04-16,85557
P046122,2022-03-30,51546
P009517,2022-07-15,23803
P000782,2023-02-22,27047
P040422,2023-01-20,116760
P008799,2022-05-13,78493
P019904,2022-08-23,90205
P018008,2022-11-17,74419
P027957,2022-09-24,26442
P038302,2022-08-21,89371
P039913,2022-07-02,60801
P045865,2023-02-23,50971
P046903,2022-02-24,34878
P039641,2022-09-05,64126
P001287,2022-12-06,9320
P034853,2023-01-27,49299
P041380,2022-03-02,80128
P023769,2022-06-17,52636
P012186,2022-07-01,48122
P001358,2022-03-14,12719
P017825,2022-04-11,79823
P035861,2022-05-28,13553
P037214,2022-09-10,91333
P013816,2022-06-07,61752
P045882,2022-05-18,105779
P029480,2022-10-20,114861
P012895,2022-09-30,48798
P047217,2022-03-12,22165
P023274,2022-12-16,58224
P049348,2022-12-17,63460
P021209,2022-12-06,107716
P038950,2022-05-10,34177
P022219,2023-02-02,58874
P031980,2022-07-30,98189
P018785,2022-08-27,85942
P047566,2022-07-10,103194
P039926,2022-03-09,21732
P008332,2022-05-15,74710
P034054,2022-07-24,54379
P022329,2022-03-18,110739
P035306,2022-07-17,86648
P036626,2022-06-04,111640
P016771,2022-07-29,42842
P013280,2022-04-03,64074
P046397,2022-02-13,15253
P010897,2022-07-12,100447
P024447,2022-12-08,23901
P044670,2022-06-13,17588
P012216,2022-07-12,45480
P028312,2022-11-19,16515
P037685,2022-06-14,22954
P045250,2022-06-23,33511
P028826,2023-01-09,42116
P010493,2022-02-23,27006
P007454,2022-12-31,52247
P002149,2022-09-28,11558
P004087,2023-02-13,8866
P043803,2022-11-02,17304
P038585,2023-02-21,71101
P028114,2022-05-06,31370
P037198,2022-10-09,75249
P036180,2023-02-24,89634
P031060,2022-12-14,12837
P049146,2022-12-03,56437
P020716,2022-05-14,93091
P003049,2023-02-15,37466
P019678,2023-02-01,111967
P025392,2022-10-19,21632
P022715,2022-07-06,109917
P045473,2022-06-25,107243
P029723,2023-01-25,102259
P048363,2022-03-26,39860
P040445,2023-02-07,73471
P019320,2022-11-25,70638
P025723,2022-08-23,59237
P016801,2023-02-19,67907
P027540,2022-10-31,97129
P049070,2022-03-12,9022
P012563,2022-03-24,12131
P042439,2022-10-08,65444
P047579,2022-12-24,75175
P044701,2022-03-03,6316
P009193,2022-06-28,47852
P024064,2022-09-08,63741
P029939,2023-01-16,117753
P032243,2022-12-14,53897
P039280,2022-03-27,67860
P038978,2022-11-09,80929
P033109,2022-12-16,19185
P048880,2022-05-15,19179
P046000,2022-12-03,107236
P016882,2022-11-01,109908
P023128,2022-07-10,74406
P046542,2022-11-29,47938
P030178,2023-01-12,31234
P005891,2022-12-13,33142
P035793,2022-08-03,26811
P026438,2022-11-11,113595
P019024,2022-04-17,79409
P017730,2022-12-08,41638
P044628,2022-11-17,22371
P020854,2022-04-15,100082
P019645,2022-06-18,69173
P031602,2022-04-13,23106
P028592,2022-03-14,72790
P034568,2022-02-26,26206
P041625,2022-05-30,39365
P028701,2022-05-24,117792
P035694,2022-10-10,74525
P023681,2022-11-17,100032
P008959,2022-12-13,18179
P047802,2023-02-17,34834
P038215,2022-06-02,19247
P003914,2022-07-09,97077
P012886,2023-02-13,13604
P004488,2022-03-29,42247
P001374,2022-05-11,54851
P014095,2022-07-22,33344
P012694,2022-04-28,20140
P008783,2022-03-24,41074
P009088,2022-11-02,31749
P047209,2023-02-08,52027
P023083,2022-09-03,36222
P037024,2022-08-12,81144
P019769,2022-12-06,67664
P026961,2022-03-07,75205
P036243,2022-06-29,77917
P039578,2022-10-24,100658
P016661,2023-01-29,7618
P036620,2022-07-06,118199
P020748,2022-12-28,46224
P022666,2022-02-24,65998
P030890,2022-07-17,45409
P032220,2023-01-23,68719
P038202,2023-01-09,49254
P031242,2022-08-06,89262
P002955,2023-02-24,31051
P041221,2022-07-06,16071
P013601,2022-08-18,99041
P000750,2023-03-03,75552
P004218,2022-12-02,119880
P015574,2022-06-17,92804
P019246,2022-08-19,95289
P041201,2022-05-18,107572
P025173,2022-07-17,57248
P020109,2022-11-01,109479
P019088,2022-09-30,70881
P046198,2022-10-10,51578
P046252,2022-02-28,94308
P046378,2022-08-23,68145
P012316,2023-01-31,99116
P028577,2022-10-25,99125
P015732,2023-02-18,67580
P008862,2022-04-30,8344
P008555,2022-06-19,24538
P007916,2022-08-11,49980
P021522,2022-07-01,113438
P030687,2022-07-26,105071
P030699,2022-06-05,49497
P006729,2023-02-20,28837
P021630,2022-02-13,47342
P049912,2022-08-16,108224
P046167,2023-02-13,70442
P045527,2022-03-06,23196
P038125,2022-09-01,62448
P011733,2022-02-25,16055
P039667,2022-06-02,40373
P011851,2022-06-04,112264
P038570,2023-01-23,46509
P035711,2022-11-24,47277
P037304,2022-04-07,102839
P014731,2022-06-29,62778
P024014,2022-05-16,60010
P033382,2022-03-08,35562
P018283,2022-09-19,28835
P024370,2022-06-17,5381
P045958,2022-04-03,113013
P032763,2023-01-27,47961
P048575,2023-01-31,25062
P007885,2022-02-23,77598
P031351,2022-05-13,24395
P027438,2022-12-16,9390
P024237,2022-02-27,18187
P014965,2022-05-08,53413
P041507,2022-02-28,98232
P001047,2022-07-04,57537
P022436,2022-05-28,68488
P043178,2022-11-09,85858
P039985,2023-01-21,101568
P025266,2022-03-11,108318
P020200,2022-11-29,42390
P029528,2023-02-16,107970
P017633,2022-02-24,72809
P042675,2022-11-13,116779
P015361,2022-10-20,21191
P023660,2022-06-17,32910
P016283,2022-09-27,78159
P031087,2022-07-11,104116
P009988,2022-06-02,8396
P016840,2022-05-27,80312
P025739,2022-02-08,96288
P038765,2022-03-25,12298
P027389,2022-12-10,10184
P046269,2022-07-04,19091
P045848,2022-11-24,17913
P011697,2022-10-05,73408
P016880,2023-01-23,94883
P007883,2023-02-07,12658
P018320,2023-02-25,91177
P005515,2022-07-08,103171
P023949,2022-12-06,48763
P042518,2023-02-09,13304
P017899,2022-03-05,116912
P024087,2022-05-14,50675
P019479,2023-01-30,30148
P043711,2022-06-30,100030
P030627,2022-05-21,64039
P038348,2022-12-14,40781
P012950,2022-05-17,106596
P028502,2022-07-02,81427
P040234,2023-01-04,100561
P038959,2022-11-24,64330
