prestamo_id,cliente_id,fecha_otorgado,monto,tasa,plazo_meses,estado
P005644,2632,2022-08-24 03:00:00,335654,59,12,judicial
P005645,27233,2022-08-24 04:00:00,179989,53,9,judicial
P005646,41209,2022-08-24 05:00:00,275888,59,12,incobrable
P005647,6034,2022-08-24 06:00:00,233066,47,36,incobrable
P005648,12202,2022-08-24 07:00:00,383402,59,12,atrasado
P005649,27070,2022-08-24 08:00:00,195038,47,6,incobrable
P005650,22458,2022-08-24 09:00:00,490122,59,36,vigente
P005651,44218,2022-08-24 10:00:00,358373,59,24,atrasado
P005652,14559,2022-08-24 11:00:00,80457,59,6,judicial
P005653,7108,2022-08-24 12:00:00,423204,47,36,vigente
P005654,22625,2022-08-24 13:00:00,461327,62,36,atrasado
P005655,9504,2022-08-24 14:00:00,195552,53,12,atrasado
P005656,22146,2022-08-24 15:00:00,189551,62,12,vigente
P005657,36024,2022-08-24 16:00:00,234273,62,9,incobrable
P005658,31651,2022-08-24 17:00:00,120559,47,18,vigente
P005659,9080,2022-08-24 18:00:00,413747,53,12,incobrable
P005660,40950,2022-08-24 19:00:00,150688,47,24,vigente
P005661,43717,2022-08-24 20:00:00,249876,47,9,vigente
P005662,26573,2022-08-24 21:00:00,497892,47,24,incobrable
P005663,32621,2022-08-24 22:00:00,250464,53,36,vigente
P005664,20811,2022-08-24 23:00:00,366991,53,6,vigente
P005665,27667,2022-08-25 00:00:00,280712,47,18,incobrable
P005666,9853,2022-08-25 01:00:00,462138,59,6,judicial
P005667,10956,2022-08-25 02:00:00,458342,47,24,incobrable
P005668,25478,2022-08-25 03:00:00,372893,59,24,atrasado
P005669,4150,2022-08-25 04:00:00,295142,47,9,incobrable
P005670,33112,2022-08-25 05:00:00,186447,59,12,judicial
P005671,19405,2022-08-25 06:00:00,138126,53,24,vigente
P005672,5396,2022-08-25 07:00:00,498939,47,12,judicial
P005673,11235,2022-08-25 08:00:00,277346,53,36,atrasado
P005674,27581,2022-08-25 09:00:00,78751,53,24,judicial
P005675,5894,2022-08-25 10:00:00,485885,47,6,atrasado
P005676,19149,2022-08-25 11:00:00,408944,59,36,vigente
P005677,36425,2022-08-25 12:00:00,102059,59,24,vigente
P005678,35598,2022-08-25 13:00:00,248792,53,12,judicial
P005679,26636,2022-08-25 14:00:00,459969,59,6,vigente
P005680,48120,2022-08-25 15:00:00,343552,47,12,judicial
P005681,13107,2022-08-25 16:00:00,216990,53,36,vigente
P005682,47460,2022-08-25 17:00:00,390577,62,9,judicial
P005683,43958,2022-08-25 18:00:00,448106,62,18,judicial
P005684,16455,2022-08-25 19:00:00,48424,59,24,judicial
P005685,28947,2022-08-25 20:00:00,33251,53,24,vigente
P005686,24200,2022-08-25 21:00:00,316213,53,6,incobrable
P005687,24952,2022-08-25 22:00:00,60243,47,24,incobrable
P005688,34018,2022-08-25 23:00:00,109636,53,9,judicial
P005689,32461,2022-08-26 00:00:00,385519,53,24,incobrable
P005690,5593,2022-08-26 01:00:00,351003,59,9,incobrable
P005691,22384,2022-08-26 02:00:00,282486,59,18,vigente
P005692,49050,2022-08-26 03:00:00,429405,53,24,vigente
P005693,24642,2022-08-26 04:00:00,312925,62,6,vigente
P005694,31144,2022-08-26 05:00:00,343883,59,9,incobrable
P005695,46004,2022-08-26 06:00:00,454174,47,36,judicial
P005696,44302,2022-08-26 07:00:00,357561,47,6,incobrable
P005697,20954,2022-08-26 08:00:00,74546,59,36,judicial
P005698,4060,2022-08-26 09:00:00,388257,53,6,atrasado
P005699,25126,2022-08-26 10:00:00,155634,62,12,judicial
P005700,42378,2022-08-26 11:00:00,280017,59,12,judicial
P005701,6537,2022-08-26 12:00:00,330458,62,36,incobrable
P005702,48091,2022-08-26 13:00:00,334687,59,36,judicial
P005703,42672,2022-08-26 14:00:00,321693,53,12,judicial
P005704,30166,2022-08-26 15:00:00,129225,59,24,incobrable
P005705,22424,2022-08-26 16:00:00,257684,47,36,atrasado
P005706,34582,2022-08-26 17:00:00,263100,53,9,incobrable
P005707,47677,2022-08-26 18:00:00,100311,53,36,incobrable
P005708,14998,2022-08-26 19:00:00,266563,47,12,atrasado
P005709,34365,2022-08-26 20:00:00,480840,62,6,vigente
P005710,31108,2022-08-26 21:00:00,483174,53,9,vigente
P005711,26409,2022-08-26 22:00:00,119200,47,12,incobrable
P005712,2655,2022-08-26 23:00:00,373980,47,36,vigente
P005713,24908,2022-08-27 00:00:00,154765,53,24,atrasado
P005714,12195,2022-08-27 01:00:00,261757,62,6,incobrable
P005715,8641,2022-08-27 02:00:00,424327,53,12,atrasado
P005716,18992,2022-08-27 03:00:00,429991,62,12,atrasado
P005717,21931,2022-08-27 04:00:00,85480,47,24,judicial
P005718,45085,2022-08-27 05:00:00,69665,47,6,incobrable
P005719,13990,2022-08-27 06:00:00,490572,59,36,incobrable
P005720,30676,2022-08-27 07:00:00,377298,53,12,judicial
P005721,49167,2022-08-27 08:00:00,33005,47,36,incobrable
P005722,29444,2022-08-27 09:00:00,197661,47,9,incobrable
P005723,5956,2022-08-27 10:00:00,272995,47,24,vigente
P005724,15848,2022-08-27 11:00:00,111535,53,6,vigente
P005725,5213,2022-08-27 12:00:00,368411,59,6,vigente
P005726,5715,2022-08-27 13:00:00,344769,53,36,incobrable
P005727,23615,2022-08-27 14:00:00,349444,53,6,vigente
P005728,7004,2022-08-27 15:00:00,297452,62,18,atrasado
P005729,44935,2022-08-27 16:00:00,176029,59,36,vigente
P005730,42788,2022-08-27 17:00:00,380907,53,9,incobrable
P005731,41822,2022-08-27 18:00:00,428683,47,24,incobrable
P005732,48895,2022-08-27 19:00:00,443730,59,18,atrasado
P005733,31672,2022-08-27 20:00:00,233241,62,6,atrasado
P005734,20176,2022-08-27 21:00:00,422095,53,36,atrasado
P005735,30033,2022-08-27 22:00:00,118633,47,12,incobrable
P005736,39014,2022-08-27 23:00:00,451431,59,36,atrasado
P005737,206,2022-08-28 00:00:00,245264,62,9,judicial
P005738,39396,2022-08-28 01:00:00,293389,53,18,incobrable
P005739,16367,2022-08-28 02:00:00,250883,62,6,vigente
P005740,26803,2022-08-28 03:00:00,138783,62,18,judicial
P005741,23597,2022-08-28 04:00:00,327550,47,24,judicial
P005742,37526,2022-08-28 05:00:00,472135,53,12,atrasado
P005743,10501,2022-08-28 06:00:00,414928,47,9,incobrable
P005744,47635,2022-08-28 07:00:00,95428,62,18,incobrable
P005745,17937,2022-08-28 08:00:00,349182,47,9,judicial
P005746,15406,2022-08-28 09:00:00,296097,47,6,vigente
P005747,18875,2022-08-28 10:00:00,79807,53,36,judicial
P005748,11297,2022-08-28 11:00:00,110747,59,24,atrasado
P005749,8524,2022-08-28 12:00:00,352836,59,18,incobrable
P005750,5339,2022-08-28 13:00:00,134022,47,24,atrasado
P005751,30738,2022-08-28 14:00:00,145526,47,24,judicial
P005752,29815,2022-08-28 15:00:00,232105,53,36,judicial
P005753,33572,2022-08-28 16:00:00,194531,47,18,vigente
P005754,23672,2022-08-28 17:00:00,142324,62,12,vigente
P005755,7523,2022-08-28 18:00:00,137345,53,18,judicial
P005756,4771,2022-08-28 19:00:00,293464,59,9,atrasado
P005757,45549,2022-08-28 20:00:00,175298,47,36,vigente
P005758,28258,2022-08-28 21:00:00,458578,62,24,judicial
P005759,6200,2022-08-28 22:00:00,139407,62,24,vigente
P005760,41502,2022-08-28 23:00:00,453344,53,9,incobrable
P005761,14269,2022-08-29 00:00:00,167943,53,12,incobrable
P005762,34553,2022-08-29 01:00:00,493711,59,9,incobrable
P005763,34516,2022-08-29 02:00:00,412820,62,9,judicial
P005764,39932,2022-08-29 03:00:00,103680,53,6,incobrable
P005765,35495,2022-08-29 04:00:00,166507,62,9,judicial
P005766,31458,2022-08-29 05:00:00,388106,62,24,vigente
P005767,40353,2022-08-29 06:00:00,409117,59,36,vigente
P005768,6094,2022-08-29 07:00:00,461157,62,24,vigente
P005769,7702,2022-08-29 08:00:00,38810,62,12,incobrable
P005770,25031,2022-08-29 09:00:00,358163,62,6,judicial
P005771,42682,2022-08-29 10:00:00,318943,53,24,atrasado
P005772,26908,2022-08-29 11:00:00,77474,53,24,atrasado
P005773,19534,2022-08-29 12:00:00,354750,53,18,judicial
P005774,2770,2022-08-29 13:00:00,180510,47,18,incobrable
P005775,33140,2022-08-29 14:00:00,94890,47,36,judicial
P005776,5409,2022-08-29 15:00:00,202054,53,18,atrasado
P005777,25455,2022-08-29 16:00:00,163762,59,36,atrasado
P005778,48766,2022-08-29 17:00:00,405769,47,18,atrasado
P005779,19670,2022-08-29 18:00:00,475538,59,18,judicial
P005780,13364,2022-08-29 19:00:00,433561,47,12,vigente
P005781,37911,2022-08-29 20:00:00,285053,62,36,atrasado
P005782,36380,2022-08-29 21:00:00,195641,62,9,judicial
P005783,18156,2022-08-29 22:00:00,218567,53,36,atrasado
P005784,44768,2022-08-29 23:00:00,150828,59,24,judicial
P005785,12216,2022-08-30 00:00:00,261982,53,18,atrasado
P005786,40897,2022-08-30 01:00:00,114941,62,24,incobrable
P005787,34407,2022-08-30 02:00:00,290359,59,18,vigente
P005788,41341,2022-08-30 03:00:00,441666,62,24,vigente
P005789,11788,2022-08-30 04:00:00,446102,47,24,atrasado
P005790,942,2022-08-30 05:00:00,327732,59,9,atrasado
P005791,48550,2022-08-30 06:00:00,464063,47,6,vigente
P005792,47254,2022-08-30 07:00:00,77846,59,9,incobrable
P005793,26569,2022-08-30 08:00:00,361992,59,6,judicial
P005794,36926,2022-08-30 09:00:00,140062,59,24,judicial
P005795,22617,2022-08-30 10:00:00,444411,53,9,atrasado
P005796,27029,2022-08-30 11:00:00,402546,47,6,vigente
P005797,11811,2022-08-30 12:00:00,122572,59,6,vigente
P005798,33223,2022-08-30 13:00:00,423540,62,18,judicial
P005799,23469,2022-08-30 14:00:00,335991,62,6,vigente
P005800,38547,2022-08-30 15:00:00,66856,53,6,incobrable
P005801,27781,2022-08-30 16:00:00,45564,53,9,judicial
P005802,3743,2022-08-30 17:00:00,384376,53,18,vigente
P005803,10237,2022-08-30 18:00:00,196127,62,12,atrasado
P005804,26543,2022-08-30 19:00:00,197652,62,18,vigente
P005805,19790,2022-08-30 20:00:00,425967,47,9,judicial
P005806,31297,2022-08-30 21:00:00,445736,59,18,vigente
P005807,41045,2022-08-30 22:00:00,151280,62,9,vigente
P005808,47336,2022-08-30 23:00:00,125428,53,24,vigente
P005809,29415,2022-08-31 00:00:00,162829,62,18,atrasado
P005810,38006,2022-08-31 01:00:00,309618,53,9,incobrable
P005811,7565,2022-08-31 02:00:00,228787,53,12,incobrable
P005812,46719,2022-08-31 03:00:00,62399,47,36,atrasado
P005813,41704,2022-08-31 04:00:00,63128,59,18,atrasado
P005814,38308,2022-08-31 05:00:00,173544,47,36,vigente
P005815,2376,2022-08-31 06:00:00,316508,47,36,atrasado
P005816,33078,2022-08-31 07:00:00,123227,59,6,atrasado
P005817,28081,2022-08-31 08:00:00,358536,62,24,judicial
P005818,35773,2022-08-31 09:00:00,134138,62,9,incobrable
P005819,37977,2022-08-31 10:00:00,428644,53,24,incobrable
P005820,44330,2022-08-31 11:00:00,149133,47,12,atrasado
P005821,30267,2022-08-31 12:00:00,429263,59,36,incobrable
P005822,46481,2022-08-31 13:00:00,436644,59,6,judicial
P005823,32614,2022-08-31 14:00:00,342931,53,24,atrasado
P005824,43535,2022-08-31 15:00:00,454640,53,18,judicial
P005825,1925,2022-08-31 16:00:00,84009,59,24,vigente
P005826,43729,2022-08-31 17:00:00,71317,47,18,judicial
P005827,32530,2022-08-31 18:00:00,94255,62,24,judicial
P005828,35572,2022-08-31 19:00:00,228806,62,24,vigente
P005829,23941,2022-08-31 20:00:00,348242,53,24,atrasado
P005830,7742,2022-08-31 21:00:00,331983,59,36,judicial
P005831,35773,2022-08-31 22:00:00,160808,62,24,incobrable
P005832,18254,2022-08-31 23:00:00,352402,53,12,vigente
P005833,470,2022-09-01 00:00:00,212592,62,18,vigente
P005834,9359,2022-09-01 01:00:00,147481,59,18,atrasado
P005835,29122,2022-09-01 02:00:00,33083,59,18,vigente
P005836,37843,2022-09-01 03:00:00,473771,62,36,vigente
P005837,17163,2022-09-01 04:00:00,227622,47,6,judicial
P005838,13378,2022-09-01 05:00:00,394600,59,24,atrasado
P005839,26036,2022-09-01 06:00:00,276120,62,24,incobrable
P005840,6548,2022-09-01 07:00:00,61410,59,6,incobrable
P005841,28261,2022-09-01 08:00:00,457819,62,24,incobrable
P005842,757,2022-09-01 09:00:00,485126,62,36,judicial
P005843,3959,2022-09-01 10:00:00,224029,59,36,judicial
P005844,37837,2022-09-01 11:00:00,143408,59,36,atrasado
P005845,22058,2022-09-01 12:00:00,347352,62,24,incobrable
P005846,8350,2022-09-01 13:00:00,97352,62,12,vigente
P005847,11889,2022-09-01 14:00:00,116888,59,12,atrasado
P005848,35188,2022-09-01 15:00:00,346280,59,12,judicial
P005849,22118,2022-09-01 16:00:00,138438,53,36,judicial
P005850,48459,2022-09-01 17:00:00,32547,47,24,judicial
P005851,23749,2022-09-01 18:00:00,55586,47,12,atrasado
P005852,22757,2022-09-01 19:00:00,488890,62,24,vigente
P005853,29205,2022-09-01 20:00:00,167039,53,36,atrasado
P005854,27328,2022-09-01 21:00:00,220598,53,9,incobrable
P005855,28686,2022-09-01 22:00:00,53090,59,18,atrasado
P005856,21390,2022-09-01 23:00:00,462317,62,36,judicial
P005857,49069,2022-09-02 00:00:00,406840,59,6,judicial
P005858,42127,2022-09-02 01:00:00,108354,62,36,atrasado
P005859,33919,2022-09-02 02:00:00,350342,53,36,incobrable
P005860,38142,2022-09-02 03:00:00,58015,53,24,vigente
P005861,29851,2022-09-02 04:00:00,122401,62,36,judicial
P005862,30589,2022-09-02 05:00:00,221183,62,6,vigente
P005863,9763,2022-09-02 06:00:00,205739,62,36,vigente
P005864,20571,2022-09-02 07:00:00,106509,62,18,judicial
P005865,28305,2022-09-02 08:00:00,274999,62,6,vigente
P005866,11023,2022-09-02 09:00:00,400127,59,12,atrasado
P005867,33143,2022-09-02 10:00:00,383899,53,12,vigente
P005868,47656,2022-09-02 11:00:00,55308,59,9,vigente
P005869,15776,2022-09-02 12:00:00,48271,59,12,judicial
P005870,12871,2022-09-02 13:00:00,429635,62,18,vigente
P005871,38273,2022-09-02 14:00:00,334003,47,6,judicial
P005872,34523,2022-09-02 15:00:00,452621,53,24,judicial
P005873,26430,2022-09-02 16:00:00,168101,62,9,incobrable
P005874,26270,2022-09-02 17:00:00,448344,62,36,vigente
P005875,4986,2022-09-02 18:00:00,109830,47,6,judicial
P005876,29662,2022-09-02 19:00:00,331384,59,18,incobrable
P005877,35155,2022-09-02 20:00:00,389455,59,18,atrasado
P005878,6310,2022-09-02 21:00:00,255362,62,18,judicial
P005879,6259,2022-09-02 22:00:00,337475,53,6,incobrable
P005880,6121,2022-09-02 23:00:00,306081,47,9,judicial
P005881,36686,2022-09-03 00:00:00,155306,59,9,atrasado
P005882,124,2022-09-03 01:00:00,38006,62,9,incobrable
P005883,5836,2022-09-03 02:00:00,331846,47,24,judicial
P005884,16857,2022-09-03 03:00:00,73072,59,36,incobrable
P005885,21317,2022-09-03 04:00:00,370494,62,12,judicial
P005886,28718,2022-09-03 05:00:00,448586,53,18,vigente
P005887,21731,2022-09-03 06:00:00,316491,53,36,judicial
P005888,34824,2022-09-03 07:00:00,316552,62,18,incobrable
P005889,13175,2022-09-03 08:00:00,59612,62,24,incobrable
P005890,27887,2022-09-03 09:00:00,312203,59,36,incobrable
P005891,23361,2022-09-03 10:00:00,70317,47,18,judicial
P005892,17763,2022-09-03 11:00:00,315315,47,36,incobrable
P005893,29568,2022-09-03 12:00:00,430478,62,36,incobrable
P005894,8010,2022-09-03 13:00:00,357214,47,24,vigente
P005895,7502,2022-09-03 14:00:00,38064,47,24,judicial
P005896,32843,2022-09-03 15:00:00,486050,59,18,vigente
P005897,48119,2022-09-03 16:00:00,52288,59,9,vigente
P005898,43647,2022-09-03 17:00:00,177673,53,12,incobrable
P005899,46245,2022-09-03 18:00:00,388056,59,12,vigente
P005900,31733,2022-09-03 19:00:00,431922,47,18,judicial
P005901,46674,2022-09-03 20:00:00,176407,47,24,incobrable
P005902,45139,2022-09-03 21:00:00,334809,47,36,vigente
P005903,14384,2022-09-03 22:00:00,489095,53,9,judicial
P005904,22478,2022-09-03 23:00:00,217854,47,6,incobrable
P005905,37395,2022-09-04 00:00:00,229961,47,36,atrasado
P005906,46943,2022-09-04 01:00:00,165778,59,18,incobrable
P005907,4339,2022-09-04 02:00:00,477530,47,9,vigente
P005908,36770,2022-09-04 03:00:00,316418,53,18,atrasado
P005909,40034,2022-09-04 04:00:00,357816,59,12,incobrable
P005910,24609,2022-09-04 05:00:00,347192,59,9,atrasado
P005911,21360,2022-09-04 06:00:00,195776,47,18,incobrable
P005912,28068,2022-09-04 07:00:00,42448,53,36,vigente
P005913,31454,2022-09-04 08:00:00,269186,47,6,vigente
P005914,49657,2022-09-04 09:00:00,128078,62,12,vigente
P005915,27477,2022-09-04 10:00:00,102120,59,18,judicial
P005916,22887,2022-09-04 11:00:00,102318,59,9,vigente
P005917,39868,2022-09-04 12:00:00,475319,62,24,vigente
P005918,809,2022-09-04 13:00:00,96302,47,9,judicial
P005919,27795,2022-09-04 14:00:00,320610,62,12,judicial
P005920,44916,2022-09-04 15:00:00,300216,47,36,atrasado
P005921,14886,2022-09-04 16:00:00,440431,62,9,judicial
P005922,16868,2022-09-04 17:00:00,170601,62,12,atrasado
P005923,26159,2022-09-04 18:00:00,472253,53,24,incobrable
P005924,35808,2022-09-04 19:00:00,217195,53,6,atrasado
P005925,16170,2022-09-04 20:00:00,40436,47,12,incobrable
P005926,20876,2022-09-04 21:00:00,358359,47,36,judicial
P005927,17465,2022-09-04 22:00:00,203901,53,12,vigente
P005928,6493,2022-09-04 23:00:00,233930,47,12,judicial
P005929,37273,2022-09-05 00:00:00,460008,47,18,vigente
P005930,45985,2022-09-05 01:00:00,363639,47,18,vigente
P005931,21096,2022-09-05 02:00:00,132348,53,9,judicial
P005932,18898,2022-09-05 03:00:00,364052,53,36,incobrable
P005933,10221,2022-09-05 04:00:00,172195,47,6,judicial
P005934,38776,2022-09-05 05:00:00,97103,59,24,atrasado
P005935,20347,2022-09-05 06:00:00,57864,53,24,atrasado
P005936,1963,2022-09-05 07:00:00,357382,62,6,incobrable
P005937,14644,2022-09-05 08:00:00,112662,62,18,vigente
P005938,42724,2022-09-05 09:00:00,160297,47,24,judicial
P005939,32824,2022-09-05 10:00:00,390744,53,24,vigente
P005940,16696,2022-09-05 11:00:00,226757,62,9,atrasado
P005941,18557,2022-09-05 12:00:00,158830,47,12,vigente
P005942,14174,2022-09-05 13:00:00,211680,53,18,atrasado
P005943,42441,2022-09-05 14:00:00,243714,53,9,atrasado
P005944,32387,2022-09-05 15:00:00,342056,53,36,incobrable
P005945,45160,2022-09-05 16:00:00,370219,53,18,atrasado
P005946,4590,2022-09-05 17:00:00,185166,62,24,incobrable
P005947,14951,2022-09-05 18:00:00,436693,59,9,vigente
P005948,43032,2022-09-05 19:00:00,297628,62,18,atrasado
P005949,5559,2022-09-05 20:00:00,264482,47,24,incobrable
P005950,22352,2022-09-05 21:00:00,281893,62,24,judicial
P005951,26273,2022-09-05 22:00:00,204212,53,24,atrasado
P005952,25832,2022-09-05 23:00:00,473332,53,36,atrasado
P005953,4482,2022-09-06 00:00:00,313494,62,9,judicial
P005954,33273,2022-09-06 01:00:00,311772,47,18,atrasado
P005955,11139,2022-09-06 02:00:00,86593,62,24,vigente
P005956,16689,2022-09-06 03:00:00,484881,59,12,atrasado
P005957,19652,2022-09-06 04:00:00,249507,47,24,incobrable
P005958,24228,2022-09-06 05:00:00,175152,62,24,vigente
P005959,6879,2022-09-06 06:00:00,274897,53,18,incobrable
P005960,25362,2022-09-06 07:00:00,359440,47,36,vigente
P005961,17838,2022-09-06 08:00:00,223938,47,12,incobrable
P005962,41891,2022-09-06 09:00:00,130029,47,9,atrasado
P005963,10082,2022-09-06 10:00:00,60835,62,12,incobrable
P005964,17737,2022-09-06 11:00:00,290388,47,18,incobrable
P005965,24060,2022-09-06 12:00:00,485851,59,12,vigente
P005966,34901,2022-09-06 13:00:00,480613,59,6,incobrable
P005967,39302,2022-09-06 14:00:00,191859,47,24,judicial
P005968,15141,2022-09-06 15:00:00,385517,59,9,vigente
P005969,34822,2022-09-06 16:00:00,175744,59,18,vigente
P005970,5310,2022-09-06 17:00:00,293424,53,18,judicial
P005971,23334,2022-09-06 18:00:00,478874,62,36,judicial
P005972,48583,2022-09-06 19:00:00,127964,53,18,incobrable
P005973,22723,2022-09-06 20:00:00,273290,62,18,incobrable
P005974,42739,2022-09-06 21:00:00,470792,53,6,incobrable
P005975,44347,2022-09-06 22:00:00,470496,62,9,vigente
P005976,35363,2022-09-06 23:00:00,487956,62,18,incobrable
P005977,13420,2022-09-07 00:00:00,392866,47,36,vigente
P005978,31937,2022-09-07 01:00:00,95546,47,24,vigente
P005979,20714,2022-09-07 02:00:00,308869,53,6,vigente
P005980,10187,2022-09-07 03:00:00,134754,47,18,judicial
P005981,1908,2022-09-07 04:00:00,273176,47,6,incobrable
P005982,10948,2022-09-07 05:00:00,300377,47,6,judicial
P005983,44515,2022-09-07 06:00:00,302029,59,6,incobrable
P005984,45563,2022-09-07 07:00:00,126311,59,9,vigente
P005985,35103,2022-09-07 08:00:00,174195,59,36,atrasado
P005986,18014,2022-09-07 09:00:00,303905,59,6,judicial
P005987,12126,2022-09-07 10:00:00,58761,59,6,vigente
P005988,13334,2022-09-07 11:00:00,448044,47,12,vigente
P005989,28600,2022-09-07 12:00:00,145506,62,18,vigente
P005990,21634,2022-09-07 13:00:00,117438,53,18,incobrable
P005991,27347,2022-09-07 14:00:00,492263,47,6,judicial
P005992,49133,2022-09-07 15:00:00,311655,59,6,incobrable
P005993,3709,2022-09-07 16:00:00,405471,62,12,atrasado
P005994,14700,2022-09-07 17:00:00,301566,59,6,atrasado
P005995,45294,2022-09-07 18:00:00,317322,47,6,judicial
P005996,3671,2022-09-07 19:00:00,392945,62,9,atrasado
P005997,48593,2022-09-07 20:00:00,325449,47,24,incobrable
P005998,20477,2022-09-07 21:00:00,189232,59,6,judicial
P005999,10033,2022-09-07 22:00:00,49832,53,18,atrasado
P006000,34351,2022-09-07 23:00:00,482861,62,6,judicial
P006001,35513,2022-09-08 00:00:00,225819,53,24,judicial
P006002,10807,2022-09-08 01:00:00,183581,59,9,incobrable
P006003,16855,2022-09-08 02:00:00,491250,62,9,incobrable
P006004,41920,2022-09-08 03:00:00,202033,53,36,incobrable
P006005,7104,2022-09-08 04:00:00,408627,53,9,atrasado
P006006,21233,2022-09-08 05:00:00,136887,59,36,vigente
P006007,25925,2022-09-08 06:00:00,325187,59,12,atrasado
P006008,6506,2022-09-08 07:00:00,256908,59,9,vigente
P006009,38714,2022-09-08 08:00:00,493690,62,6,vigente
P006010,34670,2022-09-08 09:00:00,49946,59,9,vigente
P006011,32166,2022-09-08 10:00:00,71892,47,6,atrasado
P006012,47779,2022-09-08 11:00:00,318360,59,36,judicial
P006013,37755,2022-09-08 12:00:00,35762,62,12,judicial
P006014,33222,2022-09-08 13:00:00,212681,47,24,judicial
P006015,11604,2022-09-08 14:00:00,241780,47,24,judicial
P006016,23995,2022-09-08 15:00:00,415636,59,36,vigente
P006017,6194,2022-09-08 16:00:00,118587,47,12,incobrable
P006018,37295,2022-09-08 17:00:00,343068,59,12,vigente
P006019,2692,2022-09-08 18:00:00,278263,53,36,judicial
P006020,24829,2022-09-08 19:00:00,446131,62,6,incobrable
P006021,18481,2022-09-08 20:00:00,58538,47,36,judicial
P006022,16381,2022-09-08 21:00:00,260756,59,6,incobrable
P006023,18424,2022-09-08 22:00:00,327679,47,6,vigente
P006024,1985,2022-09-08 23:00:00,211645,59,12,vigente
P006025,12862,2022-09-09 00:00:00,283277,47,24,incobrable
P006026,22190,2022-09-09 01:00:00,375560,59,9,incobrable
P006027,25182,2022-09-09 02:00:00,157554,47,24,atrasado
P006028,13055,2022-09-09 03:00:00,95063,59,24,atrasado
P006029,24250,2022-09-09 04:00:00,405035,47,18,incobrable
P006030,38698,2022-09-09 05:00:00,367576,47,24,judicial
P006031,22289,2022-09-09 06:00:00,383872,53,36,judicial
P006032,36116,2022-09-09 07:00:00,225390,62,9,incobrable
P006033,41444,2022-09-09 08:00:00,113680,53,12,atrasado
P006034,19321,2022-09-09 09:00:00,204923,47,18,vigente
P006035,29903,2022-09-09 10:00:00,298021,47,24,vigente
P006036,10387,2022-09-09 11:00:00,437221,62,18,atrasado
P006037,49076,2022-09-09 12:00:00,235575,62,24,incobrable
P006038,32884,2022-09-09 13:00:00,118085,62,36,atrasado
P006039,24289,2022-09-09 14:00:00,68848,47,12,judicial
P006040,15823,2022-09-09 15:00:00,398533,53,12,judicial
P006041,27300,2022-09-09 16:00:00,408883,62,9,atrasado
P006042,30970,2022-09-09 17:00:00,470594,59,24,atrasado
P006043,25177,2022-09-09 18:00:00,388691,53,36,vigente
P006044,21526,2022-09-09 19:00:00,366856,47,36,incobrable
P006045,5544,2022-09-09 20:00:00,358424,59,24,atrasado
P006046,38470,2022-09-09 21:00:00,385128,53,36,judicial
P006047,6845,2022-09-09 22:00:00,415743,62,24,judicial
P006048,6164,2022-09-09 23:00:00,270332,59,6,incobrable
P006049,35520,2022-09-10 00:00:00,109749,47,12,incobrable
P006050,16181,2022-09-10 01:00:00,121407,47,18,incobrable
P006051,43286,2022-09-10 02:00:00,447109,59,12,vigente
P006052,12877,2022-09-10 03:00:00,386100,53,12,atrasado
P006053,47369,2022-09-10 04:00:00,80367,59,9,incobrable
P006054,22756,2022-09-10 05:00:00,125294,59,18,judicial
P006055,35930,2022-09-10 06:00:00,329248,62,12,vigente
P006056,30252,2022-09-10 07:00:00,319486,62,12,vigente
P006057,685,2022-09-10 08:00:00,468843,53,9,judicial
P006058,33225,2022-09-10 09:00:00,204340,53,18,atrasado
P006059,31888,2022-09-10 10:00:00,82135,59,24,judicial
P006060,37934,2022-09-10 11:00:00,178022,47,12,atrasado
P006061,9821,2022-09-10 12:00:00,422283,53,9,judicial
P006062,41358,2022-09-10 13:00:00,495588,47,36,vigente
P006063,34034,2022-09-10 14:00:00,430334,62,9,atrasado
P006064,36560,2022-09-10 15:00:00,370384,53,6,atrasado
P006065,9111,2022-09-10 16:00:00,191643,62,9,incobrable
P006066,46663,2022-09-10 17:00:00,329858,62,9,judicial
P006067,2846,2022-09-10 18:00:00,277015,62,24,incobrable
P006068,21360,2022-09-10 19:00:00,355551,62,6,judicial
P006069,3987,2022-09-10 20:00:00,377370,47,36,atrasado
P006070,16775,2022-09-10 21:00:00,51713,59,36,vigente
P006071,49631,2022-09-10 22:00:00,329433,62,6,vigente
P006072,32127,2022-09-10 23:00:00,263541,59,24,judicial
P006073,15060,2022-09-11 00:00:00,37115,47,24,vigente
P006074,13945,2022-09-11 01:00:00,36288,53,24,incobrable
P006075,48576,2022-09-11 02:00:00,396607,59,6,incobrable
P006076,49929,2022-09-11 03:00:00,287580,47,24,judicial
P006077,17515,2022-09-11 04:00:00,483157,59,12,vigente
P006078,10616,2022-09-11 05:00:00,175451,47,9,vigente
P006079,46104,2022-09-11 06:00:00,103146,47,18,vigente
P006080,36102,2022-09-11 07:00:00,459692,53,36,judicial
P006081,5037,2022-09-11 08:00:00,121073,47,9,incobrable
P006082,24409,2022-09-11 09:00:00,458316,62,24,atrasado
P006083,39757,2022-09-11 10:00:00,439222,62,9,incobrable
P006084,24982,2022-09-11 11:00:00,431718,59,6,judicial
P006085,49957,2022-09-11 12:00:00,288147,53,12,vigente
P006086,9834,2022-09-11 13:00:00,80787,62,18,vigente
