cliente_id,edad,genero,antiguedad_meses,score_crediticio,ingresos
9827,42,F,64,376,784336
9828,28,F,19,776,296918
9829,40,M,84,608,450377
9830,34,M,18,343,545836
9831,59,M,27,611,660821
9832,57,F,97,649,180448
9833,54,M,93,322,182246
9834,31,F,73,658,464858
9835,60,F,109,888,715199
9836,53,M,44,696,282619
9837,51,F,58,614,267115
9838,64,F,62,388,827512
9839,54,F,50,549,485335
9840,27,M,91,384,360816
9841,69,M,53,369,282542
9842,43,F,103,625,782204
9843,66,M,61,470,601286
9844,27,F,75,722,443035
9845,45,M,50,301,812287
9846,23,F,54,768,824051
9847,58,M,42,818,468318
9848,40,M,59,812,880933
9849,54,F,8,308,740619
9850,69,M,14,772,259506
9851,64,F,110,859,494375
9852,64,M,13,394,749488
9853,50,M,71,615,431633
9854,37,M,79,421,635444
9855,30,M,102,625,863376
9856,55,F,44,793,751490
9857,40,F,43,889,128065
9858,38,F,18,741,294455
9859,65,F,36,604,143666
9860,64,M,31,833,846771
9861,47,M,4,543,139237
9862,69,F,77,559,163014
9863,56,F,39,392,210909
9864,43,F,94,365,485743
9865,52,F,55,841,592040
9866,30,M,19,635,871567
9867,31,F,68,836,524352
9868,58,M,65,876,800623
9869,26,M,40,454,636820
9870,61,M,96,648,665682
9871,67,M,76,423,602261
9872,54,M,76,674,534694
9873,56,M,84,776,894867
9874,57,M,75,367,864821
9875,37,F,117,678,306216
9876,60,F,117,741,369606
9877,60,M,113,779,869150
9878,32,F,30,664,603098
9879,41,M,113,663,556362
9880,60,F,119,852,336512
9881,39,F,108,461,439587
9882,23,F,95,461,222143
9883,38,F,28,519,769530
9884,39,F,108,794,206969
9885,67,F,49,812,214666
9886,26,F,93,805,748487
9887,36,F,41,386,813048
9888,28,M,86,726,756798
9889,68,M,109,742,865010
9890,38,M,49,620,541331
9891,68,F,29,312,370988
9892,63,M,1,666,162624
9893,59,M,85,556,623143
9894,69,F,31,472,611227
9895,69,M,27,373,247444
9896,32,M,35,441,604874
9897,65,F,8,729,570874
9898,30,F,40,400,743051
9899,27,M,58,511,664462
9900,66,F,72,549,677661
9901,21,F,6,346,572088
9902,69,M,15,695,557414
9903,56,F,21,763,529004
9904,41,M,37,364,889357
9905,57,F,70,881,555052
9906,44,F,54,869,398681
9907,45,M,29,407,467832
9908,27,F,58,840,652946
9909,62,F,89,342,820166
9910,37,M,87,672,139979
9911,49,F,102,316,249227
9912,50,F,91,339,385228
9913,27,F,106,553,425893
9914,53,F,87,390,139126
9915,27,M,19,655,360728
9916,44,F,92,486,710865
9917,31,F,34,854,849659
9918,29,F,58,683,894015
9919,32,F,71,383,842838
9920,55,F,115,757,269122
9921,24,M,13,314,470842
9922,56,F,4,386,891120
9923,48,M,11,309,547004
9924,33,M,50,759,195353
9925,43,M,21,710,228587
9926,39,M,60,745,370355
9927,62,F,21,310,313508
9928,57,M,43,523,380377
9929,59,F,45,698,509529
9930,44,F,42,498,130216
9931,36,M,26,563,549554
9932,53,M,31,624,159422
9933,32,F,49,493,501012
9934,54,M,68,429,397462
9935,27,F,3,757,735285
9936,31,M,39,632,809360
9937,51,F,48,820,122729
9938,49,F,21,763,352970
9939,33,M,102,375,162064
9940,51,M,18,303,678799
9941,22,M,97,330,755382
9942,59,M,115,523,874800
9943,35,F,106,340,579730
9944,31,M,35,493,587347
9945,54,F,32,886,677541
9946,59,F,55,477,606389
9947,24,F,11,871,491597
9948,31,F,103,602,638157
9949,49,M,58,868,485045
9950,22,M,95,639,157705
9951,36,F,94,705,150015
9952,59,F,38,577,162057
9953,33,M,46,784,145959
9954,57,M,20,328,759389
9955,37,F,104,558,382129
9956,41,F,26,837,706755
9957,64,F,11,764,806460
9958,39,M,66,479,711533
9959,27,M,103,786,183282
9960,58,M,81,889,744912
9961,28,F,88,549,481577
9962,33,M,94,350,794701
9963,57,F,37,463,297429
9964,22,M,6,569,679857
9965,61,F,54,349,176842
9966,31,M,113,783,830981
9967,44,F,87,680,588386
9968,26,F,47,626,419881
9969,46,F,99,718,798872
9970,27,M,114,849,212634
9971,59,M,47,588,412164
9972,39,F,119,630,413028
9973,26,F,26,525,370168
9974,63,F,25,689,591799
9975,49,F,36,445,160405
9976,63,F,119,458,460981
9977,59,F,21,432,397679
9978,22,F,106,595,238389
9979,39,F,58,811,613199
9980,24,F,43,730,879258
9981,26,M,23,854,543241
9982,69,F,65,813,434545
9983,57,F,59,631,541234
9984,48,F,61,703,620862
9985,50,F,74,668,303145
9986,27,M,89,579,410164
9987,29,F,86,372,207856
9988,45,F,111,665,808998
9989,53,F,72,778,348630
9990,21,F,105,344,479211
9991,26,F,64,602,504549
9992,38,M,33,648,295229
9993,30,F,117,678,319405
9994,48,F,76,350,576307
9995,31,F,48,584,713153
9996,53,M,39,659,246115
9997,21,M,12,422,278746
9998,33,M,76,548,342532
9999,57,M,11,313,874308
10000,40,F,48,357,651974
10001,21,F,8,332,275724
10002,23,M,51,659,820944
10003,38,M,8,371,306408
10004,61,F,101,862,348513
10005,34,M,113,684,448556
10006,51,F,80,623,369248
10007,47,M,100,840,399846
10008,37,M,82,590,714119
10009,66,M,108,401,143141
10010,49,M,85,610,854129
10011,56,M,68,463,356655
10012,57,M,114,659,623491
10013,46,F,71,546,312743
10014,37,F,98,480,373289
10015,42,F,98,422,197630
10016,45,F,109,379,400051
10017,22,M,36,369,285568
10018,42,F,101,645,585649
10019,25,M,30,812,795266
10020,24,M,90,381,375589
10021,56,M,12,534,599572
10022,26,F,75,838,889330
10023,41,M,29,446,252186
10024,33,M,3,782,731202
10025,57,M,62,389,738489
10026,45,M,11,679,643449
10027,46,F,73,607,238873
10028,59,M,90,506,804496
10029,40,F,118,362,801220
10030,53,M,59,525,427540
10031,34,F,72,552,250274
10032,56,F,85,540,353576
10033,37,F,72,665,770742
10034,41,F,42,677,150935
10035,66,F,6,622,441766
10036,36,F,55,639,619281
10037,66,F,82,429,233679
10038,36,M,6,336,122707
10039,40,M,21,480,553778
10040,49,F,44,770,582414
10041,48,F,112,524,531679
10042,28,F,117,850,376311
10043,44,M,48,683,810680
10044,23,M,87,318,860442
10045,45,M,36,422,300744
10046,39,F,82,751,856993
10047,53,F,91,666,886896
10048,22,F,45,845,258451
10049,35,M,3,676,746255
10050,42,F,59,613,445315
10051,30,F,12,840,764271
10052,38,F,84,484,771625
10053,42,M,19,541,375641
10054,66,F,23,433,132467
10055,69,F,5,345,418673
10056,47,M,51,370,534323
10057,33,M,19,326,338525
10058,53,M,12,884,417494
10059,25,M,92,449,541761
10060,46,F,57,749,292062
10061,33,F,37,497,729596
10062,47,F,34,648,450188
10063,34,M,80,610,621996
10064,44,M,63,508,515621
10065,23,M,117,410,282417
10066,67,M,4,523,355186
10067,69,F,54,599,203300
10068,50,F,111,336,726435
10069,55,M,106,751,894156
10070,68,F,54,816,261587
10071,34,F,6,578,230344
10072,32,M,7,597,378661
10073,48,F,34,451,201041
10074,64,F,68,725,433895
10075,49,F,15,800,516095
10076,63,M,13,494,321368
10077,37,M,73,537,181710
10078,60,M,37,712,330996
10079,69,M,81,501,753254
10080,41,F,38,357,238155
10081,43,M,78,776,596789
10082,40,F,101,686,440365
10083,31,F,31,321,282676
10084,54,M,66,794,441478
10085,30,M,110,458,433815
10086,30,M,83,774,487729
10087,63,M,83,703,861171
10088,26,F,60,642,652166
10089,56,F,119,680,210334
10090,44,F,13,875,731754
10091,32,M,21,751,731259
10092,63,M,95,495,401248
10093,43,M,44,690,739296
10094,47,M,28,424,687141
10095,65,F,57,458,270714
10096,57,M,1,572,394709
10097,26,F,99,505,382993
10098,21,F,10,690,801098
10099,26,F,8,834,781425
10100,42,M,77,877,664345
10101,61,M,63,422,312101
10102,44,F,83,550,861087
10103,45,M,67,375,835558
10104,35,M,67,795,758691
10105,46,M,27,342,138784
10106,28,F,18,584,269107
10107,44,F,35,718,133611
10108,68,F,44,455,559582
10109,58,F,98,741,508944
10110,26,F,94,426,383798
10111,55,M,8,621,283341
10112,62,M,85,455,331277
10113,21,F,46,813,312984
10114,66,F,83,511,755391
10115,56,F,43,758,834743
10116,32,F,112,472,841417
10117,58,M,46,832,277582
10118,31,F,40,509,245574
10119,32,M,94,483,410320
10120,62,F,56,743,235534
10121,59,M,27,724,231043
10122,27,M,20,544,494831
10123,31,M,78,830,606564
10124,56,F,57,347,433481
10125,51,F,12,393,841447
10126,53,F,113,758,702610
10127,33,F,23,508,870153
10128,38,M,12,395,292743
10129,61,F,117,559,720021
10130,44,F,108,483,162790
10131,29,F,44,689,291464
10132,51,F,39,598,275517
10133,61,F,42,488,714039
10134,30,M,94,537,678022
10135,22,M,48,869,638947
10136,58,M,91,608,508812
10137,35,F,88,822,560468
10138,23,F,67,891,738199
10139,63,M,94,408,590477
10140,51,F,35,348,185676
10141,26,M,97,853,452992
10142,23,M,37,516,604265
10143,31,M,40,409,543605
10144,35,M,113,493,494480
10145,65,M,16,539,793817
10146,48,F,48,831,822797
10147,30,F,18,671,380995
10148,58,F,18,471,484427
10149,67,F,14,571,686345
10150,27,M,96,869,361638
10151,35,M,76,682,395944
10152,38,M,42,704,864714
10153,38,M,2,608,641731
10154,61,F,53,893,811572
10155,44,M,90,437,762942
10156,22,M,87,422,432304
10157,60,M,60,793,673852
10158,40,F,35,561,756083
10159,54,M,64,828,374158
10160,63,M,33,567,635563
10161,46,M,41,597,594947
10162,27,F,63,871,731512
10163,58,F,89,716,498543
10164,50,M,4,591,447418
10165,62,F,21,777,624825
10166,25,F,112,834,348700
10167,31,M,4,544,242480
10168,21,F,95,814,186242
10169,54,F,56,756,879178
10170,21,M,113,878,172963
10171,39,M,79,473,437761
10172,22,F,4,564,364270
10173,41,M,4,894,292602
10174,40,F,108,833,503556
10175,43,M,3,377,342429
10176,41,F,116,733,387026
10177,44,M,55,650,407596
10178,24,F,69,411,138451
10179,32,F,83,683,129985
10180,42,F,102,353,574459
10181,40,F,32,352,609758
10182,38,F,58,544,285425
10183,21,F,73,837,769509
10184,50,F,67,619,720817
10185,53,F,34,834,495696
10186,44,M,63,878,744991
10187,34,F,89,422,878296
10188,56,M,117,812,740480
10189,25,M,10,327,160335
10190,31,F,32,760,845459
10191,44,M,5,538,843970
10192,51,M,29,673,450864
10193,33,M,7,406,237038
10194,36,M,15,889,305779
10195,44,M,2,337,394325
10196,33,M,10,813,420792
10197,44,F,11,625,539102
10198,46,F,53,701,369990
10199,22,M,56,631,825185
10200,36,F,40,374,176349
10201,58,M,58,756,183128
10202,66,M,119,455,617218
10203,21,M,85,853,684194
10204,69,F,76,575,749185
10205,31,F,68,367,257819
10206,55,F,92,345,605572
10207,63,M,93,605,834512
10208,49,F,77,786,233690
10209,57,F,114,794,667400
10210,37,M,82,558,538400
10211,59,F,27,815,197890
10212,62,F,3,454,635611
10213,48,F,99,336,562515
10214,49,F,39,834,653479
10215,63,M,22,454,135390
10216,23,M,81,813,294510
10217,30,M,92,565,282412
10218,62,M,61,645,861084
10219,34,M,38,838,849378
10220,32,M,16,800,593755
10221,67,F,69,592,317189
10222,62,M,86,584,541558
10223,50,M,17,504,648625
10224,52,F,61,435,302318
10225,52,F,75,615,724596
10226,62,M,86,427,571235
10227,52,F,44,648,885411
10228,46,F,44,748,716656
10229,21,M,100,836,658804
10230,62,F,41,528,212394
10231,22,F,110,652,171686
10232,37,M,108,314,317578
10233,50,M,106,482,324055
10234,59,F,104,435,262378
10235,27,F,55,554,200631
10236,47,M,3,603,621862
10237,29,M,91,748,486360
10238,42,F,109,759,206387
10239,54,F,112,760,129011
10240,66,M,13,673,694710
10241,69,M,77,705,490209
10242,21,M,51,740,340392
10243,29,F,54,532,504260
10244,40,M,94,824,447980
10245,39,M,18,609,665429
10246,56,M,40,404,540067
10247,60,F,97,602,336064
10248,65,F,81,625,797775
10249,24,F,105,627,591588
10250,29,M,10,387,889318
10251,61,M,41,811,302749
10252,42,M,44,593,402739
10253,38,M,88,665,532106
10254,32,F,106,577,619787
10255,62,F,93,386,501406
10256,63,M,8,300,167634
10257,59,M,36,513,743959
10258,29,M,56,490,321112
10259,26,M,14,419,599663
10260,39,M,29,494,284815
10261,68,F,7,488,242977
10262,67,M,89,683,873873
10263,27,F,42,872,313564
10264,36,F,30,847,179909
10265,25,M,92,868,214479
10266,36,F,74,787,180490
10267,21,F,111,571,758218
10268,57,M,47,440,676260
10269,59,M,34,577,399472
10270,39,M,62,702,845705
10271,57,M,16,701,677633
10272,37,F,74,811,471540
10273,46,M,29,347,399128
10274,42,F,15,838,304681
10275,28,F,92,792,676877
10276,53,F,51,439,430653
10277,22,M,56,536,467370
10278,50,F,88,759,224692
10279,67,F,42,385,196539
10280,40,M,20,692,532750
10281,38,F,47,792,209013
10282,63,F,64,542,664093
10283,30,M,117,579,361384
10284,44,F,93,494,885148
10285,24,F,2,539,805061
10286,57,F,110,793,266777
10287,24,M,32,601,325814
10288,33,F,111,581,835585
10289,45,M,54,531,562435
10290,33,M,42,729,868689
10291,38,M,30,782,484670
10292,44,F,9,688,296403
10293,22,F,19,841,188158
10294,68,F,6,872,605963
10295,53,F,72,726,466120
10296,39,M,98,539,444847
10297,29,F,58,538,466536
10298,48,F,1,479,527452
10299,55,M,13,472,466706
10300,59,F,6,322,653687
10301,30,M,99,432,218053
10302,21,M,29,357,284904
10303,62,M,66,467,159091
10304,41,M,74,311,621623
10305,29,F,31,649,479947
10306,67,M,72,572,489787
10307,35,M,41,570,435679
10308,55,F,39,470,517994
10309,25,M,57,366,226776
10310,61,M,28,811,406532
10311,42,F,31,758,816421
10312,61,M,13,441,553634
10313,43,F,71,742,174620
10314,27,F,51,636,446999
10315,43,M,65,334,487843
10316,64,F,45,329,894117
10317,45,M,113,576,496134
10318,47,F,108,517,350053
10319,61,F,53,593,129178
10320,26,M,57,672,814789
10321,54,M,26,867,584309
10322,29,F,110,369,655073
10323,69,M,16,623,319324
10324,53,M,12,765,766126
10325,26,M,118,835,136924
10326,57,F,16,838,843662
10327,51,M,98,773,647137
10328,54,F,54,632,182640
10329,61,F,91,619,297818
10330,49,F,52,612,371861
10331,34,M,89,540,872129
10332,56,M,83,446,705844
10333,56,M,71,426,195530
10334,35,M,76,779,306981
10335,28,M,110,698,687991
10336,46,M,24,485,688179
10337,56,F,114,838,555394
10338,68,F,58,380,356319
10339,41,M,39,390,735466
10340,48,F,69,774,204371
10341,24,F,1,435,791017
10342,36,F,71,859,709798
10343,42,M,112,837,194951
10344,32,F,90,529,724594
10345,36,F,88,377,387414
10346,60,F,61,564,534613
10347,58,M,48,759,535325
10348,62,F,62,653,463408
10349,57,M,81,664,273176
10350,49,M,4,769,210260
10351,38,M,80,439,382786
10352,30,M,100,844,305877
10353,62,F,69,677,284025
10354,59,F,69,667,553667
10355,38,F,52,405,147120
10356,21,F,107,791,167597
10357,59,F,46,531,429019
10358,41,F,17,687,324007
10359,21,F,105,816,693395
10360,35,F,85,315,152942
10361,24,M,30,537,268664
10362,40,M,49,600,898479
10363,30,F,51,830,166910
10364,43,M,33,791,443333
10365,61,M,109,824,252057
10366,54,M,87,430,172211
10367,66,F,58,570,210718
10368,68,M,106,518,887518
10369,53,M,93,844,478905
10370,54,F,106,810,384899
10371,59,F,39,613,804054
10372,30,F,102,562,510274
10373,40,M,71,343,369306
10374,21,M,37,848,180281
10375,33,F,71,675,842277
10376,21,F,15,314,741289
10377,25,F,61,814,783811
10378,36,F,93,807,649961
10379,35,F,10,406,378387
10380,69,M,20,653,625667
10381,48,F,109,359,600382
10382,51,M,9,654,196968
10383,43,F,70,667,195245
10384,68,M,20,895,392851
10385,65,M,64,501,316561
10386,63,F,85,770,155102
10387,37,M,7,329,142028
10388,69,M,102,402,585541
10389,54,F,64,440,454594
10390,33,M,48,611,560227
10391,34,M,98,579,225206
10392,31,M,47,558,396130
10393,48,F,64,840,154138
10394,62,F,67,387,455772
10395,52,M,45,865,442141
10396,55,M,17,540,138892
10397,51,F,51,890,175013
10398,37,F,43,622,651462
10399,67,M,66,426,145356
10400,29,M,106,388,555238
10401,30,M,76,363,886336
10402,28,F,13,494,737375
10403,41,M,102,570,278038
10404,33,M,100,502,138960
10405,25,M,76,899,469362
10406,26,F,27,710,781919
10407,50,M,90,376,197621
10408,51,M,47,386,746003
10409,37,M,115,877,610348
10410,31,F,40,632,754011
10411,40,M,69,684,289310
10412,68,M,32,621,441731
10413,29,F,100,365,375061
10414,22,M,45,749,748389
10415,57,F,102,543,779545
10416,21,F,116,815,821186
10417,24,F,80,632,806567
10418,56,F,74,728,518136
10419,45,F,37,556,892705
10420,23,F,15,484,203476
10421,29,M,75,878,364185
10422,42,F,116,366,595886
10423,43,M,9,313,383450
10424,32,F,82,309,773309
10425,30,M,97,300,190245
10426,54,M,55,344,565915
10427,63,F,9,647,800150
10428,30,M,64,726,168686
10429,50,M,41,822,874156
10430,42,F,15,724,431334
10431,26,M,36,876,703460
10432,22,M,36,723,292839
10433,50,F,65,366,873189
10434,22,M,28,514,806979
10435,52,M,33,669,818912
10436,62,F,65,600,690346
10437,36,M,54,436,628756
10438,32,M,6,528,481653
10439,21,F,75,809,593439
10440,28,M,48,507,582071
10441,68,F,91,856,759999
10442,33,F,69,894,735844
10443,35,M,74,318,727811
10444,64,M,28,790,448323
10445,28,F,16,430,859815
10446,30,F,107,440,879253
10447,66,F,26,837,152457
10448,25,F,50,450,138644
10449,39,M,54,680,323825
10450,67,F,92,404,579990
10451,58,M,78,497,715057
10452,31,M,13,526,851215
10453,63,M,65,817,781394
10454,40,M,35,316,813446
10455,40,M,79,876,417468
10456,41,M,29,471,594930
10457,38,M,31,616,828872
10458,30,M,12,394,670632
10459,54,F,69,535,772828
10460,46,M,112,315,884598
10461,50,M,110,743,666884
10462,29,M,32,834,653457
10463,66,F,10,367,552612
10464,51,M,5,447,284644
10465,62,M,27,760,786625
10466,24,M,39,463,526632
10467,26,M,21,653,559012
10468,34,F,16,367,884890
10469,24,F,29,581,290104
10470,46,M,79,334,719064
10471,67,M,102,864,256098
10472,68,F,71,703,504044
10473,59,F,82,565,540333
10474,37,F,115,369,166338
10475,39,F,83,777,324553
10476,69,F,81,639,775471
10477,26,F,14,601,655484
10478,49,M,41,798,746382
10479,31,M,112,815,503352
10480,36,F,74,850,305108
10481,50,F,89,411,427794
10482,45,F,41,840,861436
10483,60,M,44,559,755348
10484,31,F,73,673,455012
10485,27,M,16,674,560117
10486,46,M,112,500,793799
10487,42,F,24,502,398544
10488,45,F,21,620,458203
10489,39,M,59,778,435834
10490,51,M,119,797,642346
10491,46,M,98,399,269255
10492,62,F,39,602,688458
10493,61,F,116,317,729018
10494,56,F,71,453,134606
10495,43,M,7,588,651227
10496,67,F,28,643,549012
10497,33,F,51,473,890772
10498,45,F,35,836,472218
10499,22,M,58,698,448943
10500,22,F,10,461,697137
10501,36,F,38,734,471886
10502,29,F,32,404,837942
10503,48,F,62,627,420699
10504,33,F,98,375,692256
10505,55,M,88,831,469689
10506,61,M,116,603,462202
10507,33,M,50,480,893599
10508,51,M,41,618,795883
10509,41,M,47,700,204034
10510,52,F,110,522,129724
10511,54,M,105,506,661826
10512,28,M,2,715,316303
10513,61,F,42,411,344084
10514,68,M,4,640,521736
10515,22,M,1,696,248349
10516,58,M,22,710,707315
10517,52,M,11,709,175674
10518,60,F,112,608,367708
10519,48,F,11,373,874997
10520,57,M,109,541,538381
10521,61,M,14,419,658936
10522,21,F,91,356,192050
10523,61,M,97,311,129756
10524,30,F,92,673,524047
10525,24,F,87,748,695609
10526,55,M,73,820,465109
10527,30,M,59,776,847873
10528,67,M,18,519,595880
10529,31,M,61,765,294467
10530,34,M,107,347,500856
10531,58,M,24,830,664791
10532,32,M,27,641,732290
10533,65,M,35,509,509899
10534,37,M,117,481,407580
10535,36,M,68,887,409516
10536,55,F,22,719,653205
10537,22,M,11,677,555794
10538,31,M,71,820,488527
10539,61,F,105,692,893675
10540,23,F,58,345,424794
10541,49,M,101,542,854779
10542,38,F,98,532,887004
10543,40,M,76,842,800669
10544,67,F,4,674,414048
10545,34,F,109,482,523842
10546,54,F,66,485,722191
10547,69,M,111,851,539972
10548,51,F,65,556,464894
10549,60,F,18,755,280883
10550,62,F,59,768,786666
10551,38,F,23,363,721817
10552,50,F,98,783,450153
10553,45,F,4,393,188406
10554,39,M,53,605,587246
10555,28,M,115,558,596317
10556,48,M,116,753,615996
10557,28,F,106,657,318070
10558,51,F,109,747,794954
10559,23,F,83,324,169369
10560,23,M,40,355,221812
10561,64,F,106,340,825772
10562,42,F,40,716,440421
10563,37,F,51,552,296608
10564,56,F,105,405,187548
10565,37,F,9,426,314069
10566,34,F,23,751,642394
10567,29,M,13,624,265760
10568,50,M,1,588,596136
10569,41,M,76,896,586895
10570,32,F,10,544,723783
10571,57,M,27,833,150833
10572,52,F,19,790,849973
10573,31,F,104,559,277479
10574,40,M,96,613,471619
10575,55,F,22,660,773092
10576,67,M,89,334,469705
10577,66,M,11,799,779615
10578,31,M,75,541,485937
10579,28,F,90,690,684614
10580,24,F,16,704,367604
10581,47,F,29,698,171472
10582,64,M,30,749,307151
10583,60,M,11,386,450914
10584,58,M,57,546,525480
10585,67,F,65,695,292553
10586,50,F,6,348,181083
10587,64,F,77,745,193077
10588,68,F,91,588,706475
10589,68,M,107,872,289104
10590,47,F,35,486,159719
10591,41,F,117,839,229560
10592,40,M,97,376,790445
10593,24,F,59,658,368933
10594,31,F,14,457,481103
10595,33,M,43,527,623380
10596,29,F,46,559,563749
10597,24,M,119,312,608500
10598,32,F,22,684,226731
10599,29,M,60,679,757393
10600,33,F,106,860,165431
10601,68,M,85,835,430129
10602,46,F,2,845,570819
10603,58,F,69,466,875438
10604,62,M,15,801,410387
10605,33,M,50,342,836984
10606,59,M,112,487,131709
10607,48,F,84,750,572927
10608,39,M,90,392,321398
10609,44,F,56,455,675665
10610,39,M,63,612,342272
10611,69,F,88,612,643300
10612,33,F,35,842,158831
10613,33,M,88,516,420978
10614,48,F,26,457,168606
10615,22,M,105,801,303846
10616,30,M,114,884,796753
10617,42,M,86,713,278392
10618,33,F,27,852,547350
10619,29,F,19,459,401167
10620,53,F,37,347,540313
10621,34,F,36,782,679458
10622,68,M,93,748,487694
10623,40,F,40,704,695842
10624,35,M,63,719,307085
10625,52,F,39,690,773855
10626,53,F,119,811,584054
10627,37,F,107,455,656555
10628,44,F,12,567,731308
10629,50,M,44,627,621135
10630,33,F,80,487,497924
10631,67,M,48,853,153757
10632,68,M,95,666,627599
10633,36,F,79,738,194993
10634,22,F,33,719,617187
10635,37,M,79,729,559680
10636,52,F,32,393,860051
10637,63,F,22,801,664224
10638,28,M,114,590,135134
10639,23,F,6,393,298899
10640,32,F,30,825,777300
10641,40,F,105,720,507431
10642,36,M,17,519,739142
10643,34,M,108,851,555494
10644,36,M,2,735,468305
10645,69,F,80,340,892942
10646,63,F,55,432,514867
10647,69,M,111,576,328790
10648,53,F,12,738,175474
10649,50,M,111,732,464622
10650,32,M,109,616,401934
10651,35,F,12,433,163985
10652,38,M,51,478,634367
10653,48,F,48,361,718498
10654,43,F,39,579,160757
10655,34,F,81,863,149884
10656,50,M,106,690,869029
10657,53,F,105,517,589437
10658,65,F,70,832,180175
10659,35,F,119,359,283544
10660,27,F,105,509,643690
10661,35,M,90,448,874266
10662,62,M,1,479,758975
10663,66,F,16,433,805078
10664,58,F,46,702,252113
10665,66,M,63,446,826188
10666,64,F,104,763,433666
10667,31,F,59,580,408970
10668,49,M,47,887,595869
10669,51,M,16,455,353431
10670,45,F,46,365,500965
10671,44,M,80,721,127300
10672,39,M,39,332,381452
10673,22,F,93,550,892369
10674,42,F,50,681,694266
10675,40,M,49,600,125775
10676,53,F,26,486,578381
10677,28,F,94,491,704513
10678,45,M,33,547,245994
10679,66,F,107,387,816773
10680,29,M,20,383,613380
10681,54,M,101,662,526350
10682,43,F,119,720,187025
10683,25,M,77,412,402683
10684,45,F,72,435,613528
10685,28,F,96,537,565991
10686,36,F,82,842,704473
10687,68,F,109,456,709205
10688,65,M,41,317,831178
10689,35,F,11,319,746954
10690,21,M,55,883,439991
10691,42,F,102,414,265713
10692,23,F,107,857,605862
10693,58,M,47,899,453117
10694,34,M,78,671,777876
10695,56,F,104,341,659820
10696,38,M,50,786,347288
10697,67,M,97,726,319343
10698,61,M,117,686,786995
10699,38,F,105,704,889202
10700,23,F,23,752,147545
10701,30,F,61,364,158619
10702,69,M,7,761,788792
10703,59,F,15,797,338744
10704,67,F,79,623,760652
10705,21,M,9,830,361617
10706,47,F,85,447,193055
10707,47,F,37,411,515260
10708,31,F,103,871,357214
10709,69,M,59,692,791179
10710,25,M,28,786,266756
10711,27,F,108,717,264716
10712,39,F,6,469,307771
10713,49,M,10,568,716760
10714,35,M,15,644,815014
10715,55,M,118,569,634248
10716,67,F,88,304,181298
10717,57,F,4,788,825595
10718,32,M,111,549,890280
10719,50,M,114,524,307878
10720,40,F,99,375,221494
10721,57,M,58,483,515651
10722,23,F,15,305,831449
10723,29,M,116,620,748047
10724,61,F,37,790,424858
10725,59,M,2,312,188775
10726,46,F,47,870,330879
10727,22,M,104,612,618371
10728,43,F,28,601,244380
10729,43,F,69,413,689223
10730,41,F,87,608,168913
10731,36,M,73,466,582655
10732,29,F,71,319,578720
10733,33,F,68,703,823274
10734,48,F,19,397,752094
10735,47,M,8,441,368039
10736,37,M,31,570,594967
10737,58,M,14,701,797030
10738,56,F,29,581,561462
10739,21,M,9,638,425187
10740,38,F,101,555,461315
10741,29,M,70,747,341946
10742,33,M,106,495,535775
10743,60,M,60,405,751028
10744,65,F,92,774,708127
10745,35,F,45,866,803252
10746,63,M,74,668,231417
10747,64,M,54,599,409048
10748,66,F,45,682,623593
10749,24,F,3,439,804207
10750,53,F,76,685,890484
10751,44,F,36,554,294163
10752,56,M,11,423,236503
10753,61,M,73,341,668329
10754,30,M,6,805,590584
10755,56,F,76,461,186283
10756,40,F,110,624,717652
10757,61,M,117,703,127631
10758,65,M,41,593,240732
10759,64,M,72,811,868021
10760,31,M,41,886,421384
10761,32,M,77,388,805648
10762,38,F,62,687,226021
10763,50,M,107,896,225841
10764,64,F,9,617,306240
10765,68,F,84,660,154539
10766,57,F,104,592,231491
10767,40,M,10,726,694034
10768,45,F,41,775,839649
10769,32,M,27,745,402055
10770,41,M,53,606,353647
10771,45,F,4,864,208021
10772,31,M,10,812,755735
10773,29,F,49,747,392569
10774,45,M,19,557,409160
10775,55,M,74,429,150204
10776,52,F,50,790,481049
10777,69,F,48,869,356491
10778,34,M,23,316,427093
10779,21,F,100,513,452621
10780,37,F,105,507,266907
10781,45,M,9,818,710374
10782,28,F,66,669,162432
10783,25,F,19,617,217919
10784,25,M,72,832,665953
10785,61,F,90,778,727385
10786,55,M,51,875,232744
10787,39,F,100,342,196041
10788,43,M,11,468,625450
10789,29,F,3,793,214008
10790,50,M,61,401,822560
10791,36,M,94,581,205833
10792,53,M,82,551,623049
10793,22,F,17,881,558523
10794,34,M,115,793,692895
10795,66,M,73,878,825335
10796,21,F,30,516,374593
10797,46,M,80,506,423245
10798,45,M,8,832,498312
10799,36,M,41,341,193745
10800,35,M,26,369,485776
10801,46,F,5,834,292058
10802,67,F,69,740,533429
10803,64,F,110,608,826997
10804,36,M,24,759,442769
10805,34,F,78,506,158708
10806,49,M,69,499,486184
10807,44,M,36,702,266304
10808,67,F,89,334,268815
10809,35,M,17,320,758828
10810,39,M,70,829,521531
10811,28,F,71,776,669681
10812,54,F,46,595,771538
10813,22,M,79,373,592619
10814,47,M,70,480,293088
10815,30,M,32,560,375166
10816,55,M,60,705,637149
10817,43,F,42,419,773530
10818,69,F,40,483,439004
10819,28,M,27,556,196971
10820,48,F,104,760,356009
10821,43,M,5,710,553122
10822,24,F,61,732,268642
10823,34,F,61,613,518989
